Joke,Rating,Ratings_Cleaned
"One night when an old man comes home his wife is laying on the bed in the same ""outfit"" she wore on their wedding night. The old lady says to her husband ""dear, do you remember what this is?"" ""Yes dear"" he replies. The old lady continues, ""do you remember what you said to me last time I wore this, on our wedding night??"" and the old man sort of bored of these questions replies, ""yes dear I do."" The old lady forced him to repeat it and the old man aggravated says, ""I'm going to suck your tits until theres nothing left and f### your brains out."" the old lady satisfied with the answer says, ""And now, 40 years later with me in this same outfit- what do you have to say??"" the old man thinks then says, ""Mission accomplished"".","Ranking: 
3.91 / 11",3.91
"Three old men, Harry and Larry and Clarry have been boyhood friends and done everything together for 50 years. Then Harry Dies.  One year latter, Larry and Clarry hire a clairvoyant to get in touch with Harry.  After a lot of crystal ball stuff, a voice comes through the void:  ""Hello boys.""
Larry (or maybe it's Clarry) says ""Is that you Harry?""
The voice says, ""Yes it's me.""
Then Clarry (or, now I come to think of it, Larry) says, ""What's it like for you now, old son?""
Harry says, ""Oh, it's great.  I wake up each morning, have a nice swim, have a fuck, eat some breakfast, then go to sleep.  Then I wake up around lunchtime, have another swim, have another fuck, have something to eat, and then go to sleep again. . Then at night, I wake up, have a very quick swim, have a really good fuck, and have some dinner, then go to sleep again.. And the next morning the whole thing happens again - same as the day before.""
""Jesus,"" says Larry (or Clarry), ""Heaven sounds wonderful!""
""No, I'm not in heaven,"" says Harry.  ""I'm a duck in a public park""","Ranking: 
3.22 / 18",3.22
"A woman was at the wake of her friends husband.  When she asked her how he had died, her friend replied: He had a mental problem and thought he was a dog! The woman was a little shocked, and asked how could that be fatal. Her friend said; He was sitting in the middle of the street at about 5 A.M. licking his nuts, and was run over by a garbage truck.","Ranking: 
2.79 / 28",2.79
"A lady goes to the bar on a cruise ship and orders a Scotch with two drops of water. 
The bartender gives her the drink, and she says, ""I'm on this cruise to celebrate my 80th birthday and it's today."" 

The bartender says, ""Well, since it's your birthday, this one is on me.""

As the woman finishes her drink, the woman to her right says, ""I would like to buy you a drink, too.""

The woman says, ""Thank you, how sweet of you OK then, Bartender, I want a Scotch with two drops of water."" 

""Coming up,"" says the bartender. 

As she finishes that drink, the man to her left says, ""I would like to buy you a drink too."" The woman says, ""Thank you very much my dear. Bartender, I'll have another Scotch with two drops of water."" 

""Coming right up,"" the bartender says. As he gives her the drink this time, he says, ""Ma'am, I'm dying of curiosity. Why the Scotch with only two drops of water?""

The old woman giggles and replies, ""Sonny, when you're my age, you've learned how to hold your liquor. Water, however, is a whole other issue!""","Ranking: 
4.00 / 10",4.00
"A farmer and a pet rooster went everywhere together. One day they went to a movie and as the farmer got close to the ticket window the clerk said, ""I'm sorry but you can't take animals into the theater."" The man looked sad and said ""But this is my pet rooster, Clucky.    He goes wherever I go.  ""Oh, I understand. but if that is the case ""you should not come in either."" The farmer sighed and said, ""Well this time I will leave him in the truck! So the farmer went around the corner and stuffed Clucky down his pants. He then went back, got his ticket, went into the theater, and sat down next to two old ladies. About halfway through the movie Clucky started struggling so the farmer unzipped his pants to let him stick his head out. The first old lady saw this and turned to her friend and whispered, ""Patsy, youre not going to believe this but the man next to me has just unzipped his pants and let his thing out."" Patsy turned to her friend and said, ""Well just ignore him. Besides, at our age, we've seen plenty."" ""Well normally I would agree with you, but this one eating my popcorn!""","Ranking: 
4.11 / 9",4.11
"A little rabbit is happily running through the forest when he stumbles upon a giraffe rolling a joint. The rabbit looks at her and says, Giraffe my friend, why do you do this? Come with me running through the forest, youll see, youll feel so much better! The giraffe looks at him, looks at the joint, tosses it and goes off running with the rabbit. Then they come across an elephant doing coke, so the rabbit again says, Elephant my friend, why do you do this? Think about your health. Come running with us through the pretty forest, youll see, youll feel so good! The elephant looks at them, looks at his razor, mirror and all, then tosses them and starts running with the rabbit and the giraffe. The three animals then come across a lion about to shoot up... Lion my friend, why do you do this? Think about your health! Come running with us through the sunny forest, you will feel so good! The lion looks at him, puts down his needle, and starts to beat the shit out of the little rabbit. As the giraffe and elephant watch in horror, they look at him and ask, Lion, why did you do this? He was merely trying to help us all! The lion answers, That little fucker makes me run around the forest like an idiot for hours every time hes on ecstasy!","Ranking: 
3.82 / 747",3.82
"Jon was excited about his new rifle and wanted to try it out, so he went bear hunting. He spotted a small black bear and shot it. There was then a tap on his shoulder and he turned round to see a larger black bear. 
The black bear said ""You've got two choices, I either maul you to death or we have sex."" Jon decided to bend over. 

Even though he felt sore for two weeks, Jon soon recovered and vowed revenge. He headed out on another trip, found the black bear, and shot it. Immediately, there was another tap on his shoulder. This time a big brown bear stood right next to him. 

The brown bear said, ""That was a huge mistake, Jon. You've got two choices. Either I maul you to death or we'll have rough sex."" Again, Jon thought it was better to comply. 

Although he survived, it was several months before Jon finally recovered. Outraged, he headed back to the woods, managed to track down the brown bear and shot it. He felt sweet revenge, but then there was a tap on his shoulder. He turned round to find a gigantic grizzly bear standing there. 

The grizzly bear said ""Admit it, Jon, you don't come here for the hunting, do you?""","Ranking: 
3.86 / 644",3.86
"A male whale and a female whale were swimming off the coast of Japan when they noticed a whaling ship. The male whale recognized it as the same ship that had harpooned his father many years earlier. He said to the female whale, ""Lets both swim under the ship and blow out of our air holes at the same time and it should cause the ship to turn over and sink."" They tried it and sure enough, the ship turned over and quickly sank. Soon however, the whales realized the sailors had jumped overboard and were swimming to the safety of shore. The male was enraged that they were going to get away and told the female, ""Let's swim after them and gobble them up before they reach the shore."" At this point, he realized the female was becoming reluctant to follow him. Look"", she said, ""I went along with the blow job, but I absolutely refuse to swallow the seamen.""","Ranking: 
3.59 / 411",3.59
"A man who is concerned about his wife cheating on him wants to catch her in the act.  He doesn't have enough money to hire a PI, so he goes to a pet shop.  There he asks the clerk if he has a parrot for sale.  The clerk shows him the last parrot he has: ""This is the last parrot I have for sale.  He doesn't have any legs, but he is very smart.""  The man asks, ""If he doesn't have any legs, how does he stay on the perch?""  ""He holds on with his dick."" the clerk answered.  The man asks "" How much?"" ""Since he doesn't have any legs, I'll sell him to you for fifty bucks.""
 The suspicious man purchases the talking bird and takes him home.  He sets up the cage in his bedroom where he can see everything; he then instructs the parrot to watch what ever goes on in the room and inform him when he gets home from work.
 So the next morning he leaves for work and his wife stays home, as usual.  When the man gets home from work, as his wife is cooking supper, he asks the parrot to tell him what went on during the day. The parrot begins, ""At eight o'clock this morning the mailman came....""Interrupting the man asks, ""Yeah and what happened?"" [parrot] he came in the house..."" Furiously, the man asked ""And then""  [parrot] ""...and then he came into the bedroom..."" Astounded the man impatiently asks, ""What happened next?""
 [parrot] ""He began to take off his clothes and she hers..."" ""What happened after that!""
  The parrot then replied, ""I don't know I sprung a boner and fell off!""","Ranking: 
3.62 / 309",3.62
"The bear looks at the rabbit and says,""Do you have a problem with shit sticking to your fur?"" 
The rabbits says,""No..."" 
So the bear wipes his ass with the rabbit.","Ranking: 
3.35 / 315",3.35
"How to Clean a Cat
Thoroughly clean the toilet. 
Add the required amount of shampoo to the toilet water, and lift both lids. 
Obtain the cat and soothe him while you carry him to the bathroom. 
In one smooth movement, put the cat into the toilet and close both lids. (You may need to stand on the top so he cannot escape.) CAUTION: Do not get any part of your body too close to the cat, as his paws will be reaching for anything they can find. 
Flush the toilet three or four times. This provides a ""power wash and rinse"" which I have found to be quite effective. 
Have someone open the back door and ensure that there are no people between the toilet and the garden. 
Stand behind the toilet as much as you can and lift both lids quickly. 
The freshly cleaned cat will rocket out of the toilet and run outside, where he will dry himself. 

Sincerely, The Dog","Ranking: 
3.25 / 237",3.25
"A lady was walking down the street to work and she saw a parrot on a perch in front of a pet store. The parrot said to her, ""Hey lady, you are really ugly."" Well, the lady is furious! She stormed past the store to her work. On the way home she saw the same parrot and it said to her, ""Hey lady, you are really ugly."" 

She was incredibly ticked now. The next day the same parrot again said to her, ""Hey lady, you are really ugly."" 

The lady was so ticked that she went into the store and said that she would sue the store and kill the bird. The store manager replied, ""That's not good,"" and promised he wouldn't say it again. 

When the lady walked past the store that day after work the parrot called to her, ""Hey lady."" 

She paused and said, ""Yes?""

The bird said, ""You know.""","Ranking: 
3.20 / 234",3.20
"Three bulls heard via the grapevine that the rancher was going to bring yet another bull onto the ranch, and the prospect raised a discussion among them. 
First Bull: ""Boys, we all know I've been here 5 years. Once we settled our differences, we agreed on which 100 of the cows would be mine. Now, I don't know where this newcomer is going to get HIS cows but I aint' givin' him any of mine."" 

Second Bull: ""That pretty much says it for me, too. I've been here 3 years and have earned my right to the 50 cows we've agreed are mine.= 

I'll fight 'im till I run him off or kill 'im, but I'M KEEPIN' ALL MY COWS."" 

Third Bull: ""I've only been here a year, and so far you guys have only let me have 10 cows to ""take care of"". I may not be as big as you fellows (yet) but I am young and virile, so I simply MUST keep all MY cows."" 

They had just finished their big talk when an eighteen-wheeler pulls up in the middle of the pasture with only ONE ANIMAL IN IT: the biggest Son-of-Another- Bull these guys had ever seen! At 4700 pounds, each step he took toward the ground strained the steel ramp to the breaking point. 

First Bull: ""Ahem...You know, it's actually been some time since I really felt I was doing all my cows justice, anyway. I think I can spare a few for our new friend."" 

Second Bull: ""I'll have plenty of cows to take care of if I just stay on the opposite end of the pasture from HIM. I'm certainly not looking for an argument."" 

They look over at their young friend, the 3rd bull, and find him pawing the dirt, shaking his horns, and snorting. 

First Bull: ""Son, let me give you some advice real quick. Let him have some of your cows and live to tell about it."" 

Third Bull: ""Hell, he can have ALL my cows. I'm just making sure he knows I'M a bull!""","Ranking: 
3.37 / 164",3.37
"An elephant asked a camel, ""why you have your breast on your back? 
The camel replied, ""what a silly question coming from someone who got his dick on his face.""","Ranking: 
4.01 / 68",4.01
"Q. Why can't you hear a bunny having sex?
A. Because they have cotton balls.","Ranking: 
3.15 / 215",3.15
"One day little Jimmy was digging a hole in his backyard and his neighbor, who knew Jimmy was always up to no good, asked him what he was doing! He replied, ""I am burying my dead fish"", he then started crying, Why is the hole sooooo big she asked. Because your cat ate it and I buried him too.","Ranking: 
2.75 / 357",2.75
"Rabbit
A man was driving along the highway, and saw a rabbit hopping across the middle of the road. He swerved to avoid hitting the rabbit, but unfortunately the rabbit jumped in front of the car and was hit. The driver, being a sensitive man as well as an animal lover, pulled over to the side of the road and got out to see what had become of the rabbit. Much to his dismay, the rabbit was dead.

The driver felt so awful, he began to cry. A woman driving down the highway saw the man crying on the side of the road and pulled over. She stepped out of her car and asked the man what was wrong. ""I feel terrible,"" he explained. ""I accidentally hit this rabbit and killed it.""
The woman told the man not to worry. She knew what to do. She went to her car trunk, and pulled out a spray can. She walked over to the limp, dead rabbit, and sprayed the contents of the can on to the rabbit.
Miraculously, the rabbit came to life, jumped up, waved it's paw at the two humans and hopped down the road. 50 meters away the rabbit stopped, turned around, waved at the two again, hopped down the road another 50 meters, turned, waved and hopped another 50 meters.
The man was astonished. He couldn't figure out what substance could be in the woman's spray can!! He ran over to the woman and demanded, ""What was in your spray can? What did you spray on that rabbit?""
The woman turned the can around so that the man could read the label.
It said:
""'Hair spray restores life to dead hair. Adds permanent wave.""


Rick Betuker","Ranking: 
3.00 / 169",3.00
"There was an elephant and a camel walking through the desert. All of a sudden the elephant said to the camel ""why do you have two boobies on your back?"" The camel replied ""thats a pretty dumb question coming from a guy that has a dick on his face""","Ranking: 
4.22 / 36",4.22
"Do you know why a dog licks his ass?
Because he knows in five minutes he will be licking your face!","Ranking: 
3.30 / 76",3.30
"There were three frogs that lived in a swamp, one day the swamp froze over so they had to move. They searched and searched for a new place to live, when they finally came a crossed an old house. From the looks of it nobody lived there, so they decided to move in. they finally settled in the bathroom. They each had a bed, one was in the toilet, the other was in the sink, and the last one was in the tub. Well, the next day the one in the tub asked the one in the sink how he sleep, he said ""just fine. Thank you"" then the one in the sink asked the one in the toilet how he sleep. And he replied, ""it was awful, it rained and thunder and a big log fell on me"".","Ranking: 
2.92 / 131",2.92
"A man is walking and sees a sign that says ""MAKE MY DONKEY LAUGH AND WIN $200.""
The man thought, what the hell eh? He goes up to the man at the booth and asks ""How much?"" The man replies ""$50, please."" He says, ""OK"" and gives the man $50. The man went around the wall to the donkey, whispered something into it's ear. The donkey laughed soooo hard. The man had got his $200 and was on his way. The next month he was walking the same rout again, and he sees a sign that says ""MAKE MY DONKEY CRY AND WIN $200."" So he walks up to the man at the booth and asks ""How much?"" The man in the booth replies ""$50, please."" The man says ""OK"" and gives him $50. He goes around the wall to the donkey and whispers something in its ear. When he comes around the donkey is balling his eyes out. Then the man at the booth says, "" How did you make him laugh and cry?"" ""Well when I made him laugh I said my dick was bigger than his, then to make him cry I showed him.","Ranking: 
3.97 / 32",3.97
"A guy walks into a bar with his dog and says, I'll have a Scotch and water and my dog would like a whiskey sour. 
The bartender says, ""Sorry, we don't allow animals in here."" The dog replies, ""Hey, I'm tired of being discriminated against. Just give me a drink."" 

The bartender says, ""Oh, no, not another ventriloquist with the old talking dog trick. Both of you, get out of here!"" 

""No, no, no, this isn't a trick, I promise you,"" says the man, ""I tell you what, I'll go for a walk around the block and you talk to Rover here."" 

The man leaves and the bartender sees him turn the corner. ""Now, can I have my drink."" says the dog. 

The bartender is amazed. ""Sure you can and it's on the house! Listen, can you do me a favor? My wife works next door at the cafe. It'll make her day if you go in and order a cup of coffee. Here's ten bucks and you can keep the change afterwards."" 

""Okay."" says the dog and he takes the ten dollars and leaves. 

Ten minutes go by and the dog doesn't come back. The owner returns and asks where is the dog. So both of them go off to see what happened to the dog. As they approach the cafe, they see Rover going at it hot and heavy with a French poodle in the alley between the bar and cafe. The owner shouts, ""Rover! What are you doing! You've never done this before!"" 

The dog shrugged. ""Hell, I've never had any money before.""","Ranking: 
3.46 / 52",3.46
"There is a family of storks: A mommy stork, a daddy stork, and a baby stork.  One day, daddy didn't come home for dinner.  Mommy and baby were very worried.  When dad came home late the next morning, they asked what he was doing.
""I was making a young couple very happy,"" he replied.
About a week later, mommy didn't come home for dinner.  Daddy and baby were very worried.  When mom came home late the next morning, they asked what she was doing.
""I was making a young couple very happy,"" she replied.
A few days later, baby didn't come home for dinner.  Mom and dad were very worried.  When he came home very late the next morning, they asked him where he was.
Baby just grinned and said, ""I've been scaring the shit out of college students!""","Ranking: 
3.22 / 64",3.22
"A man absolutely hated his wife's cat and decided to get rid of him one day by driving 20 blocks from the house and leaving the cat at the park. 
As he was getting home, the cat was walking up the driveway. 

The next day he decided to drive the cat 40 blocks away. He let the beast out of the car and headed home. 

Driving back up his driveway, there was the cat! 

He kept taking the cat further and further, but the feline would always beat him home. At last, he decided to drive a few miles away, turn right, then left, cross the bridge, then right again, and make another right until he reached what he thought was a safe distance from his home and left the cat there. 

Hours later, the man calls home: ""Jen, is the cat there?"" 

""Yes,"" the wife answers, ""why do you ask?"" 

Frustrated, the man answers, ""Put that SOB on the phone. I'm lost and need directions!""","Ranking: 
3.59 / 39",3.59
"A magical frog is walking through the forest; he comes upon a bear and a rabbit. He says, 'since you are the first creatures I have seen, I will grant you each three wishes. 
The bear goes first and says, 'I wish I was the only male bear in the whole forest.'
The rabbit says, 'I wish for a helmet.'
Poof they got their wish.
For the bears second wish, 'I wish I was the only male bear in the whole country.'
The rabbit says, 'I wish for a motorcycle.'
Poof they got their wish.
For the bear's last wish, 'I wish I was the only male bear in the whole world.'
The rabbit makes his last wish by saying 'I wish the bear was gay'
Then he strapped on his helmet got on the motorcycle and rode away.","Ranking: 
4.00 / 26",4.00
"There once was a little old lady who wanted a parrot all her life.  Finally, one day she spots a good deal on a parrot for sale in the newspaper.  She makes the call and arranges to pick it up the next day.  In the meantime, out she goes to the pet store and buys the very best cage for him that money can buy.

The next day the little old lady brings her parrot home and puts him in the cage.  She watches him excitedly as he looks around his new surroundings and asks, ""Do you like it? Do you like it?   The parrot drolly says, ""nice f...n cage"".

Well!!! The little old lady's hair stood straight up!  She opens the cage door, grabs the Parrot and shakes her finger at him.  
""There will be no language like that in my house mister!  The next time I hear language like that out of your mouth, there will be SERIOUS consequences!""  Upon which she promptly throws the parrot back into the cage and slams the door.

A few days later, the little old lady was thinking about the incident, and she felt terrible.  After all, they were still getting to know one another; maybe she came down too hard on the poor parrot.  To make it up to him she goes to the pet store to buy him a present.  There she found a beautiful perch - top of the line - the very best perch that money could buy.  She rushes home as fast as she can and puts the perch in the cage - looking expectantly at the parrot;  ""Do you like it? Do you like it?""
""The parrot looks the perch over and says (dripping with sarcasm) ""nice f...n perch"".

WELL!!!!! The little old lady opens the cage, grabs the parrot and marches into the kitchen.  ""I told you the next time I heard language like that out of your mouth there would be serious consequences"".  She promptly opened the freezer door and threw the parrot in, slamming it shut behind him.

An hour or so goes by and she thinks he's probably learned his lesson.  Opening the freezer door, the parrot cames toddling out and says, ""One question; what the f..k did the chicken do?""","Ranking: 
3.83 / 29",3.83
"A pair of eagles was flying over the Rockies when a jet dashed by.  Christ, said one,  look at that son of a gun move!
Well, said the other, you would move too if you had four assholes and they were all on fire.","Ranking: 
3.20 / 54",3.20
"A penguin is having problems with his car so he drops it off at the workshop and asks the mechanic to check it out while he goes and gets an ice-cream. (Penguins like ice-cream as everyone knows). It is very difficult to eat an ice-cream with flippers and the penguin gets it all over his face. Soon after, he returns to the workshop and asks what the problem was with his car. The mechanic says, It looks like you've just blown a seal"" to which the penguin replies, no, I've just been eating ice-cream.""","Ranking: 
3.08 / 61",3.08
"A dog walks into a butcher shop with a purse strapped around his neck. He walks up to the meat case and calmly sits there until it's his turn to be helped. A man, who was already in the butcher shop, finished his purchase and noticed the dog. The butcher leaned over the counter and asked the dog what it wanted today. The dog put its paw on the glass case in front of the ground beef, and the butcher said, ""How many pounds?"" 
The dog barked twice, so the butcher made a package of two pounds ground beef. 

He then said, ""Anything else?"" 

The dog pointed to the pork chops, and the butcher said, ""How many?"" 

The dog barked four times, and the butcher made up a package of four pork chops. 

The dog then walked around behind the counter, so the butcher could get at the purse. The butcher took out the appropriate amount of money and tied two packages of meat around the dog's neck. The man, who had been watching all of this, decided to follow the dog. It walked for several blocks and then walked up to a house and began to scratch at the door to be let in. As the owner opened the door, the man said to the owner, ""That's a really smart dog you have there."" 

The owner said, ""He's not really all that smart. This is the second time this week he forgot his key.""","Ranking: 
3.03 / 61",3.03
"A circus zebra was sent to a farm to recuperate on the advice of the Veterinary surgeon. The zebra felt happy on being released in an enclosure but soon began to feel lonely and bored. It decided to seek company so he jumped over the fencing and trotted to the farm house where he saw a number of strange looking animals. The zebra first walked up to the chicken and said, ""Hello! I am an African zebra. Who are you?""
The chicken replied, ""Well, I am a chicken. Glad to know you."" said the zebra. Actually I am a performing zebra from a circus. I dance and do a trick which make people clap and that makes my master happy and he take care of me. What do you do?"" ""Well, I scratch the ground, feed on grain and lay eggs which make my master happy. Glad to know you too and welcome."" The zebra then introduced itself one by one to all other animals around the farm house and felt very welcome at the farm. Then it looked around and spotted another strange animal in an enclosure nearby.  It jumped over the fencing into the enclosure and approached the animal. ""Hello, I am an African zebra; actually a performing zebra from a circus coming here for a rest. I dance and do tricks, which make people clap and that makes my master happy and he takes care of me. Who are you and what do you do?"" In a low voice the reply came, ""I am a bull, a stud bull, and what do I do? Take of your pajamas and I show you.""","Ranking: 
3.12 / 52",3.12
"George Bush's Answer:  We don't really care why the chicken crossed the road. We just want to know if the chicken is on our side of the road or not. The chicken is either with 
us or it is against us. There is no middle ground here. 

Al Gore's Answer:  I invented the chicken. I invented the road. Therefore, the chicken crossing the road represented the application of these two different functions of government in a new, reinvented way designed to bring greater services to the 
American people. 

Bill Gates' Answer:  I have just released chicken 2003, which will not only cross roads, but also will lay eggs, file your important documents, and balance your checkbook -- and Internet Explorer is an inextricable part of chicken. 

Martha Stewart's Answer:  No one called to warn me which way that chicken was going. I had a standing order at the farmer's market to sell my eggs when the price dropped to a certain level. No little bird gave me any insider information. 

Dr. Sues' Answer: Did the chicken cross the road?
Did he cross it with a toad? Yes, the chicken crossed the road,
But why it crossed, I've not been told! 

Martin Luther King Jr's Answer: I envision a world where all chickens will be free to cross roads without having their motives called into question. 

Grandpa's Answer:  In my day, we didn't ask why the chicken crossed the road. Someone told us that the chicken crossed the road, and that was good enough for us. 

Barbara Walters' Answer: Isn't that interesting? In a few moments we will be listening to the chicken tell, for the first time, the heart-warming story of how it experienced a serious case of molting and went on to accomplish its life-long dream of crossing the road. 

Ralph Nader's Answer: The chicken's habitat on the original side of the road had been polluted by unchecked industrialist greed. The chicken did not reach the unspoiled habitat on the other side of the road because it was crushed by the wheels of  a gas-guzzling SUV. 

Jerry Seinfield's Answer:  Why does anyone cross a road? I mean, why anyone doesn't ever think to ask, ""What the heck was this chicken doing walking around all over the place anyway?"" 

Pat Buchanan's Answer:  To steal a job from a decent, hard-working American. 

Rush Limbaugh's Answer:  I don't know why the chicken crossed the road, but I'll bet it was getting a government grant to cross the road, and I'll bet someone out there is already 
forming a support group to help chickens with crossing-the-road syndrome. Can 
you believe this? How much more of this can real Americans take? Chickens crossing the road paid for by their tax dollars, and when I say tax dollars, I'm talking about your money, money the government took from you to build roads for chickens to cross. 

Jerry Falwell's Answer:  Because the chicken was gay! Isn't it obvious? Can't you people see the plain truth in front of your face? The chicken was going to the ""other side."" That's what they call it -- the other side. Yes, my friends, that chicken is 
gay. And, if you eat that chicken, you will become gay too. I say we boycott 
all chickens until we sort out this abomination that the liberal media whitewashes with seemingly harmless phrases like ""the other side. 

John Lennon's Answer:  Imagine all the chickens crossing roads in peace. 

Aristotle's Answer:  It is the nature of chickens to cross the road. 
Karl Marx's Answer: It was a historical inevitability. 

Saddam Hussein's Answer:  This was an unprovoked act of rebellion and we were quite justified in dropping 50 tons of nerve gas on it. 

Voltaire's Answer:  I may not agree with what the chicken did, but I will defend to the death its right to do it. 

Captain Kirk's Answer:  To boldly go where no chicken has gone before. 

Fox Mulder's Answer:  You saw it cross the road with your own eyes! How many more chickens have to cross before you believe it? 

Scully's Answer:  It was a simple biomechanical reflex that is commonly found in chickens. 

Bill Clinton's Answer:  I did not cross the road with THAT chicken. What do you mean by chicken? Could you define chicken, please? 

The Bible's Answer:  And God came down from the heavens, and He said unto the chicken, ""Thou shall cross the road."" And the chicken crossed the road, and there was much rejoicing. 

Albert Einstein's Answer:  Did the chicken really cross the road or did the road move beneath the chicken? 

Sigmund Freud's Answer:  The fact that you are at all concerned that the chicken crossed the road reveals your underlying sexual insecurity. 

L.A.P.D.'s Answer:  Give me ten minutes with the chicken and I'll find out.","Ranking: 
3.55 / 31",3.55
"Q: What did the Doe say when she came out behind the brush??
A: That's the last time I do that for two Bucks!!","Ranking: 
2.86 / 69",2.86
"Marilyn had a parrot for a pet, but the parrot would embarrass her whenever she came into the apartment with a man.  He would shout all kinds of obscenities, always leading off with Somebodys gonna get it tonight! Somebodys gonna get it tonight!  In desperation, Marilyn went to her local pet store and explained the parrots behavior to the manager.  What you need, he said,  is a female parrot too I dont have one on hand but I will order one.  Meanwhile, you could borrow this female owl until the female parrot arrives.  Marilyn took the owl home and put it near her parrot.  It was immediately obvious that the parrot didnt care for the owl. He glared at it.    Marilyn was happy to have solved her problem.  That night a guest came in for a nightcap.  Then suddenly she heard the parrot screech and she knew that things had not changed.  Somebodys gonna get it tonight! said the parrot.  The owl said,  Whoo?  Whoo? And the parrot said, Not you Not you","Ranking: 
3.06 / 52",3.06
"A guy walks into a bar in Oklahoma and orders a white wine. Everybody sitting around the bar looks up, surprised, and the bartender looks around and says, ""You ain't from around here, are ya? Where ya from, boy?""  The guy says, ""I'm from Iowa."" 
The bartender asks, ""What the heck you do in Iowa?"" 
The guy responds, ""I'm a taxidermist."" 
The bartender asks, ""A taxidermist? Now just what the heck is a taxidermist?"" 
The guy says nervously, ""I mount animals."" 
The bartender grins and shouts out to the whole bar, ""It's okay boys, he's one of us!""","Ranking: 
3.10 / 48",3.10
"Q: How do you get a squirrel to come to you?
A: Show him your nuts","Ranking: 
2.66 / 88",2.66
"A koala bear decided to walk into town to find a prostitute and have a 
little fun.  After a night of sex at a local motel, the koala bear decides
to go down on the hooker one last time before he leaves.  Feeling content, 
the Koala bear starts to head out the door, only to be stopped by the 
prostitute.  ""Hey there Mr. Koala bear!  You just cant leave without paying
me!""  Puzzled, the Koala bear asks what she means.  ""You see, I am a 
prostitute . . . here let me show you.""  The hooker takes a dictionary out
of her purse and finds the word prostitute.  -- Prostitute, one who has sex,
and gets paid --.  ""I see"", says the Koala bear.  ""Let me see that.""
The bear thumbs through the dictionary and finds Koala Bear.
--Koala Bear, one who eats bush and leaves --!","Ranking: 
3.50 / 30",3.50
"A new recruit joins the French foreign legion, after 6 months he is desperate for sex. He asked an old member, ""What do you do for Sex around here?"" 
The man replied, ""We use Doris.""
""Who's Doris?"" The man replied, ""Camel in stable."" The new recruiter said, ""Yuk I'm not that desperate.""
After a year, he can't take it any more. He walks to the stable, grabs a stool and starts humping the Camel. In walks an Old member and looks disgusted. ""Uh you pervert, we use Doris to ride to the Brothel!""","Ranking: 
3.89 / 19",3.89
"The man was in front of the Ape cage at the zoo. He covered his eyes and the Ape did the same. He covered his ears - the Ape did the same. He covered his mouth, so did the Ape. He tweaked his nose at the ape and the Ape got mad and threw ape-crap all over the man. The man ran to the zookeeper and complained. The zookeeper asked him what he had done to piss-off the Ape. He told him all the things he did. When he got to the part about 'tweaking his nose' at the Ape, the zoo-keeper said ""Well, no wonder! Tweaking your nose means F-YOU in Ape-talk!"" So, the next day the man goes back to the zoo to get even with the Ape. He did all the same stuff at the Ape and the Ape copied him, but instead of tweaking his nose at the Ape, the man produced a big butcher knife from his back pocket, unzipped his fly, pulled out a sausage he had put there, whacked the end of the sausage off, and offered the butcher knife through the cage for the Ape to do the same. The Ape looked up at the man in horror, and without hesitation, vehemently tweaked his nose at the man.","Ranking: 
3.64 / 22",3.64
"One day this safari hunter was sitting at home drinking coffee and reading the newspaper after his big hunt in Africa. He comes across this add about a zookeeper needing help to capture this big gorilla that is terrorizing the city. He says to himself, hmm this should be an easy job so he calls the zookeeper up and offers his assistance. The zookeeper said,  I'll pay you dearly to catch my gorilla. The next day he gets a report that the gorilla is seen in the woods so he goes there to find him. He sees the gorilla up in a great big oak tree. He calls the zookeeper and tells him that he has found the gorilla and is going need his help. The keeper arrives and asks: what can I do? The hunter gets out of his truck and brings out this 175lbs pit bull, a net, and a shotgun. The hunter tells the keeper that he is going to climb the tree, wrestle with the gorilla and when the gorilla falls out off the tree his dog is going to run over there, grab the gorilla by his gentles and you throw the net on him and we have him. The keeper replies this sounds great but whats the shotgun for? The hunter says; thats in case I fall out of the tree first you shoot the dog!","Ranking: 
3.50 / 24",3.50
"Q: What power do you have with two little green balls in your hand?
A: Kermit the frog's undivided attention!!","Ranking: 
3.44 / 25",3.44
"A four year old was at the pediatrician for a check up. As the doctor looked in her ears with an otoscope, he asked, ""Do you think I'll find Big Bird in here?"" 

The little girl stayed silent. 

Next, the doctor took a tongue depressor and looked down her throat. He asked, ""Do you think I'll find the Cookie Monster down there?"" 

Again, the little girl was silent. 

Then the doctor put a stethoscope to her chest. As he listened to her heart beat, he asked, ""Do you think I'll hear Barney in there?"" 

""Oh, no!"" the little girl replied. ""Jesus is in my heart. Barney's on my underpants.""","Ranking: 
2.75 / 56",2.75
